text,score,cosineSim,result
Had tons of fun spending the day in Ann Arbor w// Free Prevost :):):):):):)I love that place!It's soooo awesome :),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8427129787572335],0
I'm absolutely in love with Jar Of Hearts right now :),"[9, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8264279844119085],0
:) Listening to the Spill Canvas :),"[1, 1, 1, 1, 1, 1, 7, 0, 0, 0]",[0.7827482314675027],0
A seven nation army couldn't hold me back :),"[1, 3, 5, 1, 1, 1, 1, 0, 0, 0]",[0.8822611894460135],0
"Listening to the white stripes, attempting to organize all of my school work","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8668599902531187],0
Edward Cullen= Overgrown Dead Fetus,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7708186711771778],0
I fail to comprehend the logic of using spoons instead of an actual scooper to scoop ice cream. Especially when the spoons get all bent up and ruined in the process.,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9170407271719889],0
watching the Girl with the Dragon Tattoo..:),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7259977750459001],0
watching the Rocky Horror Picture Show.....pretty good movie so far :),"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8189014953110565],0
Bakin a birthday cake...:P,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6284103240088005],0
had sooooo much fun in ann arbor yesterday :):):):):):):):):):):):):),"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.817794904977555],0
Ski school tomorrow at Copper Mountain for me. Here's to not breaking anything!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8663230557733591],0
"To recover from yesterday's skiing debacle, I'm going hiking today. We found an 11 mile trail right behind the condo.","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8684308510182634],0
Next up - tubing.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6789687900293849],0
"Packing up the van. We'll walk around until Eric is finished snow boarding, then we're staying with some relatives outside of Denver tonight.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8910935738313344],0
I'm pleasantly surprised by how good this gluten free beer is. I guess that's what happens when I haven't had beer in months.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.875223874706073],0
"Cleaning and drinking, drinking and cleaning.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6387775842496833],0
Spending the day reading a good book is a pretty good way to transition from vacation to work. I think. We'll see how work goes tomorrow.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8971167449665881],0
"We got a package in the mail today, which means the cats are in for a wild night of box hopping!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8498787051337681],0
I'm ready for spring! And I'd like to stay inside until it gets here.,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8089023802609193],0
A man in the restroom here at work just called the store to ask if someone could bring him more toilet paper.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8415333240808298],0
"Sending stories out is just so much fun, but I'd rather be outside. Almost finished...","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7564166173424273],0
"I just ordered a North Star Cherry tree for the front yard. They only get 10 ft. tall, which is a lot better than the 30 ft. apple tree I also considered!","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8694032065036849],0
"I'm ready to start gardening. Guess I'll get out the seeds and, like I do every year, start about ten times as many plants as we have space for.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8938755771747313],0
"I made homemade tapioca pudding for the first time today. Next time I'll make a double batch so Eric can have some, too. ;)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.9067695134783218],0
"I just woke up. We did a remerch last night and I didn't get home until 6am, but it feels strange to be just now waking up.","[1, 1, 1, 1, 1, 1, 3, 1, 0, 0]",[0.8698629884920436],0
"/You can indirectly describe what frightens you by what surrounds it./""""","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.5882995718770212],0
"I've gotten up from my desk three times to get something, and three times I've made it back without the thing I need.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8717991637404808],0
Damn clouds.,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.47222662891527956],0
St. Louis friends! Great view of the moon now! Hurry!,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8586075244924626],0
Estate sales this morning! Plus a little Junque and Bike Works later.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.837685663265632],0
"Writing is fun, but revising is work.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7773692900709795],0
It seems to be nap time.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7218467731467445],0
"finished with The Samaritan, by Fred Venturini http:////goodreads.com//user_status//show//5159135","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.6653024265848783],0
Vacation! FINALLY,"[1, 1, 1, 1, 1, 5, 1, 0, 0, 0]",[0.6321051527906342],0
I need a bigger suitcase. Or less stuff.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6618764321093618],0
I need a name for a fictional bar in the Ozarks. Any ideas?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8179413083916216],0
High altitude drinking - holy shit! Happy inlaws!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6895234825233841],0
Just got back from a nice walk to Carondelet Park with Eric Janssen. It's such a beautiful day!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.828300342536337],0
I just made a huge batch of applesauce with all the apples we've been saving from Fair Shares. It turned out great!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8870139684545268],0
"Going to read for a while and then do nothing for a while (thanks for the great Nothing plan, Rosetta Cipponeri).","[2, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8506181102333338],0
"added Freedom Fighters, Grand Theft Auto III, The Godfather, The Godfather: The Game, and 3 other games to their game list http:////gamerdna.com//r//6cE8","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0.9162586328275827],0
Running like hell,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.6562611243462161],0
MERRY CHRISTMAS BLOODY BASTARDS! (G),"[1, 1, 1, 5, 1, 1, 1, 1, 0, 0]",[0.6526454968985717],0
<//3,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.2426412281780502],0
wwe monday night raw,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.8153479922035999],0
"trying to play black ops in this /day after tomorrow/"" weather.""","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.829784704005187],0
I can't even look out of my windows.,"[1, 1, 1, 1, 1, 5, 1, 1, 0, 0]",[0.7672799360414062],0
Can people honestly see me having a music career?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7863277921973627],0
What's the purpose of junior retreats?,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6967820110870083],0
#ytcarnaval I wanna go to brazil now.,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7296927944594488],0
Wow. I actually had hopes for green bay losing.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8364373383275515],0
"When the world ends in 2012 all of you /chesseheads/"" can go suck it.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8014918031321302],0
"Even through the darkest days, this fire burns always.","[5, 1, 5, 1, 1, 1, 5, 3, 5, 1]",[0.8305906590670113],0
"/Matthew's gonna be our next black president./"" - Victor Samuel PÃƒÂ¢Ã¢â‚¬ÂÃ…â€œÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬ÂÃ‚Â¬ÃƒÂ¢Ã…â€™Ã‚Ârez If I was president: 1. Marijuana & prostitution was legalized. 2. Immigration laws would be destroyed. 3. George Bush would hate me forever.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8854765811313736],0
tekken 6,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.3423776362587477],0
Searching for more breakcore music.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7252888315151672],0
Where do I go from here?,"[5, 1, 5, 5, 1, 1, 9, 1, 0, 0]",[0.6944827305023307],0
is it possible to have 2 valentines? xP (Nina Delgado & Mell Quintana),"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7782244405011695],0
Jealousy is a useless emotion.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7874536101859645],0
/...And as you gaze into the abyss,"[1, 3, 1, 1, 2, 2, 1, 1, 0, 0]",[0.8076064029043798],0
MLK Day.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.6919533178799536],0
Misanthropic open-mindedness....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.612332592248622],0
HERP AND DERP,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6961484437551695],0
I do not pretend to be a good person. I just do what I think is right as many times as I possibly can.,"[1, 1, 5, 1, 1, 1, 1, 1, 0, 0]",[0.8873691042380956],0
I'm gonna go on a heavy metal//industrial binge by the end of the night.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8820790378505988],0
Watching Obama's State of The Union ...for...some reason.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8211024077165313],0
oovoo on school laptop,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8057306000393424],0
"; There's not a chance, there's not a prayer. Cant pull a miracle out of the air.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8204012369413739],0
"; happy birthday darling dearest beloved sister Dayang Hidayah, adeq <3 u loads akak!","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8992763499595081],0
"; as e date it all started gets nearer by day, I kept getting more & more flashbacks of e past. making all e memories of those times fresh & clear in my mind.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8140465466832447],0
"; It seems so far away, but so close. Its there for us to take, when most would waste it.","[1, 1, 1, 9, 1, 1, 1, 1, 1, 0]",[0.604802029318246],0
"; He knows what he's doing to me and he knows when he calls, I'll fall for him every time. Cause Im wrapped around his perfect little finger, he is my weakness.","[5, 5, 3, 5, 5, 1, 1, 3, 1, 0]",[0.8145776430434553],0
"; 7 years ago, on this very day... *nostalgic moment*","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8157428180267187],0
"; A look from him is like oxygen, how would I keep breathing without him? He breaks a hole as he looks away, now my heart skip beating without him.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7979630858350243],0
Happy 10th birthday dearest little sister Puteri Sabariah <3,"[1, 5, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7106345298366413],0
"was digging thru my hard disk n found so many stuffs dat i barely rmbr bout. e old photos do bring bck memories of e gd old days. i managed to hav a few luffs browsing thru em. wow, time really flies by real fast. we're all grown up nw, carving our own paths 2wards e future.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8656488056949521],0
/Jess get up,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.5487476243227204],0
really enjoyed last night. Not sure I want to see the photos though xD,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8097970085422167],0
"Y'know, someone could have pointed out that me eye makeup had smudged so I look like Alice Cooper. Cheers for lettin' iz just walk around unaware guys.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8427804095688566],0
God I love The Undertones. Hope they're doing a tour again this year.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8263937664991639],0
You know you're cool when you're sat on your own attempting to play Vivaldi's 'Concerto for 2 mandolins in G major' on your guitar...,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8434996638283343],0
Kathryn: /It looks african,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.45084322932131154],0
Would like nothing better than to sit outside in the sun with an ice cold mojito right now.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8303128148484663],0
it's proper beer garden weather today.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8210949277435464],0
"Forget having a social life, I'm playing mortal kombat.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7881879101258242],0
Someone come make me breakfast & then maybe just do everything else I need to do today so I can go back to bed.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8706903019935603],0
In exactly 45 days I shall be perfectly happy.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7237341290617866],0
"has just spent the past hour playing 'wind the bobbin in', you'd think Johnny would be bored of it by now, but no...","[1, 1, 1, 1, 3, 1, 1, 1, 0, 0]",[0.8800386185697074],0
"Hannah:/This is our stop./"" Me: /""ahh okay./"" Omi: /""Feel my bag","[5, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.72265287538416],0
weather is lush! I want to do something...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6130146625135716],0
"I will do something productive, I WILL do something productive, I WI - I'm on facebook... oops.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7664198479925699],0
Kathryn Close is an utter babe <3,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7508432293640096],0
"Anime, anime. I look like an anime. Hair spiked up 'cause you know I like it thata way.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.82392998487064],0
A Russian is going to slip on a banana & break their neck! That's the ONLY conclusion that can be made.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",[0.8753830948829598],0
Jessie J - yet another pop singer that looks like Eddie Izzard when he's done up in drag.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8702713226372566],0
It's 4//20 bitches.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.44967066910518927],0
I want a companion cube...,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7640786396221529],0
wish Becca would stop rammin' iz in public.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7047516499045665],0
"Got knives, have you seen 'em? In your back's where we keep 'em.","[5, 5, 1, 1, 1, 1, 5, 1, 0, 0]",[0.6260524611931468],0
"Anyone know where I can get cheap, but decent guitar strings?","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8242709742863858],0
"Night with me lasses, oh aye ;P","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6678634803190071],0
"Eeenie meenie minie fish. Holla, holla, holla.","[1, 7, 1, 1, 3, 1, 5, 3, 0, 0]",[0.8408173916353269],0
"Y'know when you go to your mates /just for a couple of hours/"" & stroll in home the next morning.""","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.8870759579960934],0
There is a little charva kid on the back of my bus speaking in Yiddish. How strange...,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8760391594656394],0
Mmm pancakes. Today just keeps getting better :),"[1, 1, 9, 1, 1, 1, 1, 5, 0, 0]",[0.6695233295130137],0
Free bar? Whey aye,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6980829215670792],0
"is wishing a beautiful birthday to her awesome mother, Pamela Mara.","[3, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8475057973101986],0
has cornered the market on little boy roles in the theatre building. Third time's the charm!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8631475944567858],0
"is doing her thing, and happy to be in the home stretch of the spring semester. Oh, and happy birthday Taylor Dariarow, you rock. (=","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.9058172882067799],0
is catching up on 'Doctor Who'. What a brilliant show.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.7260299387487003],0
is going to be the trendsetter of snacking on raw pasta. Don't knock it 'til you try it.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8563933010813402],0
had a wonderful time dancin' it up with friends at MadPeople Reunion. Now to sleep for movement class.,"[4, 7, 3, 1, 1, 1, 1, 1, 1, 0]",[0.8488268718914419],0
had a splendid time at Splendor. Go home early and help make money for the SOTD? Good deal.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8620707900626334],0
went shopping at publix. Barefoot. It was weird.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7883248247208892],0
just googled how to make a noise complaint. Ratting out the toga party two houses down after getting home from a party herself is waaay college.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8850836921837179],0
is feeling the post show grieving beginning - and in two fold.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7998380336636094],0
"feels like this semester passed by in a whirlwind. An awkward, cross-gendered whirlwind.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8323718837062954],0
"just stocked up on food for the first time in two months. Oh, college.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8508945661332743],0
is looking forward to the many wonderful things to come.,"[1, 1, 5, 1, 1, 1, 1, 1, 1, 0]",[0.7623903007498863],0
is stunned that this week is actually happening. Back to back shows and various school assignments: bring it.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.830351278937339],0
"can't believe they performed /Jesus is a Friend of Mine/"" on Glee. Sue is a btard. Who knew?""","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.8753922865012179],0
"will be writing her little butt off all day. OK, her butt is maybe not so little.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.7964046196808515],0
"is a opening an absolutely fabulous, fantastical, absolutely MAD show tonight!","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0.7364813104252468],0
had a wonderful breakfast with Stephen Placido and Karen Sattinger. Has been putting her nose to the grindstone since they left.,"[1, 1, 1, 1, 5, 1, 0, 0, 0, 0]",[0.8528159384724335],0
"was born to run. On empty. For life. Maestro - cue /Chariots of Fire/""!""","[1, 3, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8085154535806224],0
finished the half-marathon in 3 hours and 21 minutes. Then chilled by the pool. Now: rehearsal. Good day.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0.8713092043055742],0
is officially dubbing this semester The Months That Are Shakespeare.,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.6897951027870501],0
"is fresh off an awesome night of songs, dance, and poetry. And covered in glitter.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.8547518508181905],0
"is consumed by rehearsals, essays, and lines. Such is life.","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6700865755266402],0
is in the 561 for a brief 40 hours.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7355659597117475],0
is so happy collective Mom Pamela Mara was able to see Madwoman of Chaillot. Crew and castmates: she absolutely adored it.,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.9066009279536711],0
"is in R&J tech hearing Shakespeare lines while watching Spartacus via Chase Sullivan Milner, and Friday Night Lights via Rhiannon Tasker. While trying to type out CTLs. Over-stimulation much?","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0.7768749273224083],0
is off to her last time as a vagabond. Madwoman has been an exceptional experience. Come on. We have work to do. let's rock today's show!,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8471056907818169],0
"is back in Gville. Missed most of the Oscars, and will miss the rest in order to do homework. But attended a lovely wedding. Good trade off.","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0.9083556609749835],0
"would like to thank her Madwoman peeps for the lovely run, it was truly an honor. Now on to Jomeo and Ruliet!","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8626035522279205],0
bought some new running shorts :D niiiiiiike....and they match my shoes :3,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0.7818373456790537],0
work..khols...watchin cuzin tumble..... yup sounds like a smooth day to me....,"[1, 3, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7907733951908441],0
"Dear Jessy, call me into work...i want to make money...NOW! :)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.7569673243843817],0
off today.....prolly going to run laterr....,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.6348414833458306],0
I'm ready to leave Lakeland for a lil while.......,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[0.8491713661227646],0
"Life, at a standstill; the silent night mocks my moon with the stars that shine on thier own. Let one be.","[1, 5, 1, 3, 1, 1, 1, 1, 4, 1]",[0.8853841466092895],0
