,userid,text,id,negative_ny,time,time_diff
3428,cd86d1e6d68c3770eaec0db419dceb2f,trying to teach mom to play epic mickey for the wii..... ya epic failer on her part,3604,3,2011-02-09,48
3429,cd86d1e6d68c3770eaec0db419dceb2f,you know your a geek when your skin for your media play is the element table,3605,2,2011-02-09,48
3430,cd86d1e6d68c3770eaec0db419dceb2f,watching the new glee and is trying not to scream /no kurt,3606,2,2011-02-09,48
3431,cd86d1e6d68c3770eaec0db419dceb2f,yep glee just ruined the song firework for me,3607,2,2011-02-09,48
3426,cd86d1e6d68c3770eaec0db419dceb2f,sooo tired epic mickey goes back tommorow :( i'm going to miss i,82,1,2011-02-10,47
3427,cd86d1e6d68c3770eaec0db419dceb2f,BORED,83,1,2011-02-10,47
3424,cd86d1e6d68c3770eaec0db419dceb2f,is it only me or did anyone else get a letter for who's who american scholars?,3612,4,2011-02-11,46
3425,cd86d1e6d68c3770eaec0db419dceb2f,some one help me i can't take this house anymore,834,1,2011-02-11,46
3423,cd86d1e6d68c3770eaec0db419dceb2f,"four main reasons a girl will stop texting back. One - You said something that made her mad Two - You just started to get boring Three - She fell asleep Four - You said the letter /K/""""",3616,4,2011-02-14,43
3422,cd86d1e6d68c3770eaec0db419dceb2f,had an swesome day! last skinny my sucker attacked katelyn then got cut open by my pencil!(blood) at least i know im one of coach hoods favorites lol cause im the odd little ducklings,3618,2,2011-02-15,42
3421,cd86d1e6d68c3770eaec0db419dceb2f,yep glee just ruined a amazing song by my chemical romance!!!,3620,1,2011-02-16,41
3419,cd86d1e6d68c3770eaec0db419dceb2f,"/He burns my skin Never mind about the shape I'm in I'll keep you safe tonight yeah/""""",3621,4,2011-02-17,40
3420,cd86d1e6d68c3770eaec0db419dceb2f,today was awesome and im so happy the six graders had fun!,3622,2,2011-02-17,40
3418,cd86d1e6d68c3770eaec0db419dceb2f,i snezzed and got gum in my hair and rubed peanut butter in it.... hey atleast it worked,835,1,2011-02-18,39
3417,cd86d1e6d68c3770eaec0db419dceb2f,graaaaa zomg wont load! thank god adriana can't get it to work either cause i wanna play it!!!!!!!!!!!!!?!?!?!?!!!!,3627,1,2011-02-19,38
3416,cd86d1e6d68c3770eaec0db419dceb2f,me and Savannah were doing hardcore yoga earlier and my back is hurting!!!!! this one move you layed on your back and then raised you legs behind your head and then lean your shoulders to kick up your legs strait up,3628,1,2011-02-21,36
3415,cd86d1e6d68c3770eaec0db419dceb2f,omg the enternet is sooooo slooooowww,3631,2,2011-02-22,35
3414,cd86d1e6d68c3770eaec0db419dceb2f,oh what happened today? nothing out of the ordinary! oh wait a teacher fell through the auditorium ceiling and was dangling by her feet!,3630,1,2011-02-22,35
3411,cd86d1e6d68c3770eaec0db419dceb2f,i bet i have drank atleast half a gallon of water :0,3637,4,2011-02-24,33
3412,cd86d1e6d68c3770eaec0db419dceb2f,knowing me i had music blasting and missed jaco's call! well i think its him cause the voice message isnt very clear lol!,3638,4,2011-02-24,33
3408,cd86d1e6d68c3770eaec0db419dceb2f,its jacobs b-day,3634,2,2011-02-24,33
3409,cd86d1e6d68c3770eaec0db419dceb2f,watching the new glee!!!!,3635,2,2011-02-24,33
3410,cd86d1e6d68c3770eaec0db419dceb2f,just got done reagranging my room!!!!! uggg to much engery spent,3636,2,2011-02-24,33
3413,cd86d1e6d68c3770eaec0db419dceb2f,the thunder outside is shakeing my walls >.<,840,1,2011-02-24,33
3406,cd86d1e6d68c3770eaec0db419dceb2f,ok every one knew about about a fight that was going to happen so the entire school was there and the teachers came runing scream no every one go away no fight here today. if you are going to fight dont tell every one!!,3641,4,2011-02-25,32
3407,cd86d1e6d68c3770eaec0db419dceb2f,feel // look like crap,842,1,2011-02-25,32
3405,cd86d1e6d68c3770eaec0db419dceb2f,hanks so much to my to my friends who got me adicted to feista i hate you!!,3643,2,2011-02-26,31
3404,cd86d1e6d68c3770eaec0db419dceb2f,had an awesome week end :),3644,2,2011-02-27,30
3402,cd86d1e6d68c3770eaec0db419dceb2f,i has got myselfz a pillow pet <3,3645,2,2011-02-28,29
3403,cd86d1e6d68c3770eaec0db419dceb2f,aa road on are bus route colapsed i want to see how long will it take to get fixed. scotssvile..... the clock is ticking,3646,2,2011-02-28,29
3401,cd86d1e6d68c3770eaec0db419dceb2f,"You and I wake up and there is only one cup of coffee left in the house.(If you dont drink coffee, pretend as though it's one cup of whatever it is that you must have, and I don't need to know what that is!) Using only 4 words, what would you say to me? Note: if you reply you must copy and paste to your wall so I may comment on yours as well. Be a good sport, and play along",3585,4,2011-03-01,28
3397,cd86d1e6d68c3770eaec0db419dceb2f,i wish i can live in my mp3 player,3587,4,2011-03-02,27
3398,cd86d1e6d68c3770eaec0db419dceb2f,i am soo tired,78,1,2011-03-02,27
3399,cd86d1e6d68c3770eaec0db419dceb2f,i feel teriblr,829,1,2011-03-02,27
3400,cd86d1e6d68c3770eaec0db419dceb2f,i remeber why i stoped watching american idol they ruin the songs with there sucky voicies,830,1,2011-03-02,27
3396,cd86d1e6d68c3770eaec0db419dceb2f,grahhh nafaaaaaahaa,3590,4,2011-03-03,26
3395,cd86d1e6d68c3770eaec0db419dceb2f,i want to go to new york to see avenue Q!!!!! that would be amazing!!! http:////www.avenueq.com//,3589,2,2011-03-03,26
3393,cd86d1e6d68c3770eaec0db419dceb2f,im soo tired,79,1,2011-03-04,25
3394,cd86d1e6d68c3770eaec0db419dceb2f,i'm just tired of it all,80,1,2011-03-04,25
3390,cd86d1e6d68c3770eaec0db419dceb2f,girl scout cookie booth in the morning!!!! i still got new brownie pins to replace some old//missing ones!!! sill need anoth cadette pin cause it broke!!!,3593,2,2011-03-05,24
3391,cd86d1e6d68c3770eaec0db419dceb2f,"/We could go to the zoo! Pick up girls at NYU! We could sit in the park smoking pot! Or not There is life outside your apartment./"" - avenue Q is the best""",3594,2,2011-03-05,24
3392,cd86d1e6d68c3770eaec0db419dceb2f,i love how black buttler takes place in london but they all speak japanesse,3595,2,2011-03-05,24
3388,cd86d1e6d68c3770eaec0db419dceb2f,i hate when people oh my life is perfect the next day i hate my life boo hoo! your in high school i dont think any of this crap is going to made 10 years down the road and i really dont care to know about it! oh you date for a week and all of a suden your in love?? umm no you arnt !!! then some of those create drama and act like yout upset or stressed about it!!! people need to get over them self,831,1,2011-03-06,23
3389,cd86d1e6d68c3770eaec0db419dceb2f,if you step back and look at realty people seem really stupid! but on the other hand how many people look at it? lol :),832,1,2011-03-06,23
3387,cd86d1e6d68c3770eaec0db419dceb2f,night,3603,4,2011-03-08,21
3382,cd86d1e6d68c3770eaec0db419dceb2f,hmm so sleepy,3608,4,2011-03-10,19
3383,cd86d1e6d68c3770eaec0db419dceb2f,watching the new glee o.0,3609,4,2011-03-10,19
3384,cd86d1e6d68c3770eaec0db419dceb2f,i gave evry one care bear and care bear and care bear cousin names !!!!! hehehehe,3610,2,2011-03-10,19
3385,cd86d1e6d68c3770eaec0db419dceb2f,i have to be better by tomorrow! i woke up and could hardly wake today,3611,1,2011-03-10,19
3386,cd86d1e6d68c3770eaec0db419dceb2f,it hurts just to roll over in bed,833,1,2011-03-10,19
3380,cd86d1e6d68c3770eaec0db419dceb2f,At 3 yrs /Mommy,3613,4,2011-03-11,18
3381,cd86d1e6d68c3770eaec0db419dceb2f,ok im ready for tomorrow lets just see how im going to get around all those stairs,3614,2,2011-03-11,18
3379,cd86d1e6d68c3770eaec0db419dceb2f,savannahs haveing a sleep over and they are playing truth or dare,3615,2,2011-03-13,16
3378,cd86d1e6d68c3770eaec0db419dceb2f,so tired .........................................................,3617,1,2011-03-14,15
3375,cd86d1e6d68c3770eaec0db419dceb2f,i have made up my mind i am geting pokemon white! the point of black is to always battle and the point of white is to catch 'em all! ( pun! ) thats the part that always stuck with me from the orginal theme song! ( now i have it stuck in my head) any one want to make some genorous donations!?!!,3619,2,2011-03-15,14
3376,cd86d1e6d68c3770eaec0db419dceb2f,i thank those who wrote me some letters of recomendations! im sorry but there sooo funny because NO ONE spelt my name and coach hoods was very funny just because he wrote may time she she she she she in it but umm there is one his!?!?! i know teacher have a fill in the blank one and just drop names and genders! i thought i every one would stop calling me a boy after 6 grade >.<,84,1,2011-03-15,14
3377,cd86d1e6d68c3770eaec0db419dceb2f,omg i so bored >.<!!!! haha i found a way on to facebook!!!! take that school!!!,85,1,2011-03-15,14
3373,cd86d1e6d68c3770eaec0db419dceb2f,i beat the 8th gym on pokemon soul silver and she wouldn't give me the badge >.<,3623,2,2011-03-17,12
3374,cd86d1e6d68c3770eaec0db419dceb2f,wayching tv with bella she is useing me as her pillow,3624,2,2011-03-17,12
3371,cd86d1e6d68c3770eaec0db419dceb2f,waiting for momma to pick me up cause megan is spending the night!!!!!,3626,4,2011-03-18,11
3370,cd86d1e6d68c3770eaec0db419dceb2f,matthew is pouting cause his friend cant come over! and he only wants to watch icarly,3625,1,2011-03-18,11
3372,cd86d1e6d68c3770eaec0db419dceb2f,bad hair day >.< why cant we were bandanas to school that wooul fix alot of mine,836,1,2011-03-18,11
3369,cd86d1e6d68c3770eaec0db419dceb2f,i want to sign up for windsurfing for g.s. camp but i have to be in 9th >.< and they dont have almoust nothing for 10th graders,837,1,2011-03-19,10
3367,cd86d1e6d68c3770eaec0db419dceb2f,omg it took the pizza man and hour and a half to get here,3629,1,2011-03-21,8
3368,cd86d1e6d68c3770eaec0db419dceb2f,the 6 grade girls on my bus make me wanna snap >.<,838,1,2011-03-21,8
3364,cd86d1e6d68c3770eaec0db419dceb2f,i got -home and -slept till- now time- for bed- u // u // u // u // u //,3632,4,2011-03-22,7
3365,cd86d1e6d68c3770eaec0db419dceb2f,un-manageable hair,3633,1,2011-03-22,7
3366,cd86d1e6d68c3770eaec0db419dceb2f,i hate spring >.<,839,1,2011-03-22,7
3362,cd86d1e6d68c3770eaec0db419dceb2f,hmmm another school day..... but i have vacation tomorrow!!!!:),3640,2,2011-03-24,5
3361,cd86d1e6d68c3770eaec0db419dceb2f,watching a werid movie at kristi's >.>,3639,1,2011-03-24,5
3363,cd86d1e6d68c3770eaec0db419dceb2f,i felt so stupid i thought the new freshmen acadimy was going to be the new band room untill mr huff made us go out side in the cold >.< no one brought a jacket,841,1,2011-03-24,5
3359,cd86d1e6d68c3770eaec0db419dceb2f,leaveing for vacatoin,3642,2,2011-03-25,4
3360,cd86d1e6d68c3770eaec0db419dceb2f,if i hear silnce im gonna kill you i am going to choke some one with this computer mouse cord,843,1,2011-03-25,4
3358,c70b15854118907c8f0a234e2ba44bbc,It's so nice!,3559,2,2011-02-17,60
3357,c70b15854118907c8f0a234e2ba44bbc,Chocolate peanutbutter bugals are the best invention of the universe! Haha,3560,2,2011-02-20,57
3356,c70b15854118907c8f0a234e2ba44bbc,Working Woohoo. It Breaktime thankfully. Wish I could stop coughing.,825,1,2011-02-22,55
3355,c70b15854118907c8f0a234e2ba44bbc,Off to work. Woo. Actually been off to work since.6. But meh 25 min late. Lol anyway. Today better be decent.,3572,3,2011-02-24,53
3354,c70b15854118907c8f0a234e2ba44bbc,Good thing I don't watch two and a half men or I would be pissed. Charlie sheen screwed it all up and now its cancelled.,826,1,2011-02-25,52
3353,c70b15854118907c8f0a234e2ba44bbc,I am sitting here watching American pickers. Woohoo!,3576,2,2011-02-26,51
3352,c70b15854118907c8f0a234e2ba44bbc,is laying here listening to some My Chemical Romance and talking to random people. haha good times.,3577,2,2011-02-27,50
3349,c70b15854118907c8f0a234e2ba44bbc,Dang gas is 3.29 a gallon. Bleh. It went up 10th fracking cents!,3579,2,2011-02-28,49
3350,c70b15854118907c8f0a234e2ba44bbc,Aggravating work day already. Wanna shoot the program I have to work with. Ugh.,827,1,2011-02-28,49
3351,c70b15854118907c8f0a234e2ba44bbc,I hate the frucking post office. They been sitting on my package for three days.,828,1,2011-02-28,49
3346,c70b15854118907c8f0a234e2ba44bbc,Off to work. Woohoo. At least its money.,3538,2,2011-03-01,48
3347,c70b15854118907c8f0a234e2ba44bbc,A bunch of bs today. A patient complained about moms tattoos. So she has to cover them up. They aren't even freaking gonna see her again. And they aren't offensive! She isn't even an employee at this place! Wtf?,817,1,2011-03-01,48
3348,c70b15854118907c8f0a234e2ba44bbc,I HATE THE MILO POST OFFICE! IT DOES NOT TAKE THREE DAYS NO WAIT FOR DAYS TO DELIVE ONE FREAKING PACKAGE! GOSH!,818,1,2011-03-01,48
3345,c70b15854118907c8f0a234e2ba44bbc,I love scrubs,3541,2,2011-03-03,46
3344,c70b15854118907c8f0a234e2ba44bbc,"I'm off! Woohoo. Gonna go eat ant country kitchen with ky aunt donna, dad and sister. Woohoo food!",3543,2,2011-03-04,45
3342,c70b15854118907c8f0a234e2ba44bbc,http:////m.aol.com//news//default//dlDetails.do?source=portal&link=http:////www.aolnews.com//2011//03//04//five-federal-budget-cuts-that-could-be-harmful-to-your-health//&i,3546,5,2011-03-07,42
3343,c70b15854118907c8f0a234e2ba44bbc,Last night I had a zombie//dinosaur apocalypse dream. Lol,3547,2,2011-03-07,42
3341,c70b15854118907c8f0a234e2ba44bbc,Just ate out at the village in. They had amazing pie. I ate coconut cream pie. Just one peice. Mmmm.,3550,2,2011-03-10,39
3340,c70b15854118907c8f0a234e2ba44bbc,No break! Damned! Got to go back to hov probably wed. Bleh. I wanted do be off next week to go to freaking Minnesota.,821,1,2011-03-11,38
3336,c70b15854118907c8f0a234e2ba44bbc,Homefront (videogame) is a very powerful game. It is good. Very emotional for a game. Makes you feel pissed. Haha and sad. It is crazy.,4146,3,2011-03-15,34
3337,c70b15854118907c8f0a234e2ba44bbc,Either going to tameo and sons or okebojee bar and grill. Pardon my crappy foreign spelling.,3555,2,2011-03-15,34
3338,c70b15854118907c8f0a234e2ba44bbc,I....hate....daylight.....savings.....time.,822,1,2011-03-15,34
3339,c70b15854118907c8f0a234e2ba44bbc,Today is my last day at this clinic. Then I will be back to hov. Bleh.,823,1,2011-03-15,34
3333,c70b15854118907c8f0a234e2ba44bbc,Ate at tumea and sons. It was really good. I had baked chicken. It was baked in garlic and olive oil. And some rice. It's good.,3557,2,2011-03-16,33
3334,c70b15854118907c8f0a234e2ba44bbc,Is listening to rocky horror picture show soundtrack sung by glee. Hehe I love rocky horror picture show.,3558,2,2011-03-16,33
3335,c70b15854118907c8f0a234e2ba44bbc,so im layed off till idk how long. woo,824,1,2011-03-16,33
3332,c70b15854118907c8f0a234e2ba44bbc,Is bored as heck sitting here all along. Lol,77,1,2011-03-19,30
3327,c70b15854118907c8f0a234e2ba44bbc,Where can you find an ocean with no water?,3561,2,2011-03-20,29
3328,c70b15854118907c8f0a234e2ba44bbc,Good song: total eclipse of the heart.,3562,2,2011-03-20,29
3329,c70b15854118907c8f0a234e2ba44bbc,time to sleep! got nothing else better to do. XD,3563,2,2011-03-20,29
3330,c70b15854118907c8f0a234e2ba44bbc,Is having a resident evil movie marathon. Then watching my ncis. Lol,3564,2,2011-03-20,29
3331,c70b15854118907c8f0a234e2ba44bbc,Tuesday is Minnesota!,3565,2,2011-03-20,29
3324,c70b15854118907c8f0a234e2ba44bbc,Monday morrow. woohoo! lol,3566,2,2011-03-21,28
3325,c70b15854118907c8f0a234e2ba44bbc,Minnesota morrow! It's gonna be cold. Lol,3567,2,2011-03-21,28
3326,c70b15854118907c8f0a234e2ba44bbc,I probably won't be in Fb at all. So don't miss me too much y'all! Haha,3568,2,2011-03-21,28
3323,c70b15854118907c8f0a234e2ba44bbc,We are off to Minnesota bye all. Don't miss me too much. :p will update whenever I can.,3569,2,2011-03-22,27
3321,c70b15854118907c8f0a234e2ba44bbc,IS ALIVE! We made it to minnasota!,3570,2,2011-03-23,26
3322,c70b15854118907c8f0a234e2ba44bbc,first day in the cabin...snowy...no zombies yet...and no clue what im doing today. lol,3571,2,2011-03-23,26
3320,c70b15854118907c8f0a234e2ba44bbc,Is on our way home. It was nice. :),3573,2,2011-03-24,25
